Genus_species_name;Cell length um;Cell width um;Cell thickness um;Geometrical shape of the cell;Cell surface area um_;Cell biovolume um3;Number of cells per colony;Colony thickness (takes into account mucilage) um;Geometrical shape of the colony;Mobility apparatus;Mobility apparatus: Flagella;Mobility apparatus: Raphe;Colonial;Filament;Heterotrophic;Mixotrophic;Autotrophic
Trachelomonas_abrupta;29.5;8.5;8;ell;2379.76010588689;1049.80666666667;1;NA;NA;1;1;0;0;0;0;1;0
Trachelomonas_crebea;25;16;16;ell;3913.46890728071;3349.33333333333;1;NA;NA;1;1;0;0;0;0;1;0
Trachelomonas_elegans;9.5;9;9;ell;847.619391387332;402.705;1;NA;NA;1;1;0;0;0;0;1;0
Trachelomonas_globularis;22;20;20;ell;4308.33503126476;4605.33333333333;1;NA;NA;1;1;0;0;0;0;1;0
Trachelomonas_hispida;31.5;24.5;15;ell;6185.13415217798;6058.2375;1;NA;NA;1;1;0;0;0;0;1;0
Trachelomonas_sp.;12;12;12;ell;1420.17188531361;904.32;1;NA;NA;1;1;0;0;0;0;1;0
Trachelomonas_volvocina;13;13;13;ell;1664.42227321995;1149.76333333333;1;NA;NA;1;1;0;0;0;0;1;0
Trachelomonas_volvocina_var._subglobosa;16;14;14;ell;2199.76321419489;1641.17333333333;1;NA;NA;1;1;0;0;0;0;1;0
Treubaria_euryacantha;14.5;14.5;14.5;sphe;660.185;1595.44708333333;1;NA;NA;0;0;0;0;0;0;0;1
Treubaria_planctonica;10;10;10;sphe;314;523.333333333333;1;NA;NA;0;0;0;0;0;0;0;1
Treubaria_quadrispina;50;3.2;3.2;ell;1561.60525770568;267.946666666667;1;NA;NA;0;0;0;0;0;0;0;1
Treubaria_schmidlei;15;15;15;ell;11056.7062769315;353.25;1;NA;NA;0;0;0;0;0;0;0;1
Treubaria_setigera;15;15;15;ell;11056.7062769315;353.25;1;NA;NA;0;0;0;0;0;0;0;1
Treubaria_triappendiculata;16;16;16;ell;12570.0755096851;428.714666666667;1;NA;NA;0;0;0;0;0;0;0;1
Treubaria_varia;7;7;7;ell;490.831814580554;179.503333333333;1;NA;NA;0;0;0;0;0;0;0;1
Tribonema_ambiguum;25;4.5;4.5;tube;385.0425;397.40625;4;4.5;tube;0;0;0;1;1;0;0;1
Tribonema_cf._ambiguum;25;4.5;4.5;tube;385.0425;397.40625;4;4.5;tube;0;0;0;1;1;0;0;1
Tribonema_microchloron_var._cylindricum;8;3.2;3.2;tube;96.4608;64.3072;12.5;3.2;tube;0;0;0;1;1;0;0;1
Tribonema_minus;8;5;5;tube;164.85;157;12.5;5;tube;0;0;0;1;1;0;0;1
Tribonema_sp.;8;3.8;3.8;tube;118.1268;90.6832;12.5;3.8;tube;0;0;0;1;1;0;0;1
Trochiscia_aciculifera;25;5.5;5.5;ell;1345.25493687775;395.770833333333;1;NA;NA;0;0;0;1;0;0;0;1
Trochiscia_granulata;15;15;15;ell;2211.3412553863;1766.25;1;NA;NA;0;0;0;1;0;0;0;1
Trochiscia_planctonica;15;15;15;ell;2211.3412553863;1766.25;1;NA;NA;0;0;0;1;0;0;0;1
Trochiscia_sp.;18;18;18;ell;3177.80151032603;3052.08;1;NA;NA;0;0;0;1;0;0;0;1
Tychonema_sp.;8;8;8;tube;301.44;401.92;12.5;8;tube;0;0;0;1;1;0;0;1
Ulnaria_acus;35;4;4;box;592;560;1;NA;NA;0;0;0;0;0;0;1;0
Ulnaria_delicatissima_var._angustissima;200;5;4;box;6066.66666666667;2400;1;NA;NA;0;0;0;0;0;0;1;0
Ulnaria_ulna;180;8;5;box;6800;5040;1;NA;NA;0;0;0;1;0;0;1;0
Ulothricophyceae_sp.;20;10;10;tube;785;1570;1;NA;NA;0;0;0;1;1;0;0;1
Ulothrix_barrel_cell_somtimes_surounded_by_mucous;3;3;3;tube;42.39;21.195;33;3;tube;0;0;0;1;1;0;0;1
Ulothrix_cf._amphigranulata;17;3.5;3.5;tube;206.0625;163.47625;6;3.5;tube;0;0;0;1;1;0;0;1
Ulothrix_limnetica;14;2.1;2.1;tube;99.2397;48.4659;7;2.1;tube;0;0;0;1;1;0;0;1
Ulothrix_long_cell;12;6;6;tube;282.6;339.12;8;6;tube;0;0;0;1;1;0;0;1
Ulothrix_short_cell_and_broken_filament;5;5;5;tube;117.75;98.125;20;5;tube;0;0;0;1;1;0;0;1
Ulothrix_sp.;9;4.5;4.5;tube;158.9625;143.06625;11;4.5;tube;0;0;0;1;1;0;0;1
Ulothrix_subtilissima;4;7;7;tube;164.85;153.86;25;7;tube;0;0;0;1;1;0;0;1
Ulothrix_tenuissima;22;14;14;tube;1274.84;3384.92;1;15;tube;0;0;0;1;1;0;0;1
Ulothrix_variabilis;7;7;7;tube;230.79;269.255;14;7;tube;0;0;0;1;1;0;0;1
Uroglena_americana;8;5;5;trel;398.625803071186;104.666666666667;1000;100;trel;1;1;0;1;0;0;1;0
Uroglena_soniaca;9;3;3;trel;268.070348093388;42.39;81;50;trel;1;1;0;1;0;0;1;0
Uroglena_sp.;8;5;5;trel;398.625803071186;104.666666666667;1000;100;trel;1;1;0;1;0;0;1;0
Volvocale_4_flagella;7;7;7;sphe;153.86;179.503333333333;1;NA;NA;1;1;0;1;0;0;0;1
Volvox_globator_single_cell;4;4;4;trel;166.375913544823;33.4933333333333;1;NA;NA;1;1;0;1;0;0;0;1
Westella_botryoides;7;7;7;ell;490.831814580554;179.503333333333;32;60;sphe;0;0;0;1;0;0;0;1
Willea_irregularis;10;6.5;5;ell;572.19454861089;170.083333333333;4;5;box;0;0;0;1;0;0;0;1
Willea_vilhelmii;10;7;7;ell;693.049945089782;256.433333333333;32;7;box;0;0;0;1;0;0;0;1
Woloszynskia_coronata;30;27;20;ell;9910.01985406353;5934.6;1;NA;NA;1;1;0;0;0;0;1;0
Woloszynskia_pseudopalustris;45;30;20;ell;13892.5104331135;11304;1;NA;NA;1;1;0;0;0;0;1;0
Woronichinia_fusca;4;3;3;ell;124.781935158617;18.84;30;15;trel;0;0;0;1;0;0;0;1
Woronichinia_naegeliana_colony;6;3;3;ell;181.644019621907;28.26;64;25;trel;0;0;0;1;0;0;0;1
Woronichinia_naegeliana_f._cellulaire;6;3;3;ell;181.644019621907;28.26;1;NA;NA;0;0;0;1;0;0;0;1
Woronichinia_ruzickae;5;2.5;2.5;ell;127.573994074856;16.3541666666667;45;30;trel;0;0;0;1;0;0;0;1
Woronichinia_sp.;5;2.8;2.8;ell;142.882873363838;20.5146666666667;64;30;trel;0;0;0;1;0;0;0;1
Xanthidium_alpinum;13;12;5.5;box;652.222222222222;772.2;1;NA;NA;0;0;0;1;1;0;0;1
Xanthidium_antilopaeum;70;64;40;ell;36074.9019607377;93781.3333333333;1;NA;NA;0;0;0;0;0;0;0;1
Zygnema_sp.;20;20;20;tube;1884;6280;5;20;tube;0;0;0;1;1;0;0;1
