Species;Coloniality;Corallite.width.maximum;Colony.maximum.diameter;Depth.lower;Depth.upper;Growth.form.typical;Wave.exposure.preference;Water.clarity.preference;Substrate.attachment;Skeletal.density;Sexual.system;Mode.of.larval.development;Growth.rate
Scapophyllia_cylindrica;colonial;3.8;NA;25;2;columnar;protected;turbid;attached;NA;hermaphrodite;spawner;NA
Schizoculina_africana;colonial;9.1;100;35;1;branching_open;protected;clear;attached;NA;NA;NA;NA
Schizoculina_fissipara;colonial;3.4;100;35;1;encrusting_long_uprights;protected;clear;attached;NA;NA;NA;NA
Sclerophyllia_maxima;colonial;40;NA;15;5;massive;protected;turbid;attached;NA;NA;NA;NA
Scolymia_cubensis;solitary;56.5;10;66;15;massive;protected;clear;both;NA;NA;NA;NA
Scolymia_lacera;NA;NA;NA;66.6666666666667;18.3333333333333;NA;protected;both;NA;NA;NA;NA;NA
Scolymia_wellsi;NA;NA;NA;40;10;NA;protected;both;NA;NA;hermaphrodite;brooder;NA
Seriatopora_aculeata;colonial;0.5;NA;40;3;branching_closed;broad;clear;attached;NA;NA;NA;NA
Seriatopora_caliendrum;colonial;1.1;NA;40;1;branching_closed;exposed;clear;attached;NA;NA;brooder;58
Seriatopora_dentritica;colonial;0.6;NA;40;3;branching_closed;protected;clear;attached;NA;NA;NA;NA
Seriatopora_guttata;colonial;0.6;30;40;3;branching_closed;protected;clear;attached;NA;NA;NA;NA
Seriatopora_hystrix;colonial;0.8;NA;36.6666666666667;1.5;branching_closed;broad;clear;attached;2.2;hermaphrodite;brooder;32.7
Seriatopora_stellata;colonial;0.6;NA;20;1;branching_closed;broad;clear;attached;NA;NA;NA;NA
Siderastrea_glynni;colonial;3.5;10;8.5;7;massive;exposed;clear;attached;NA;NA;NA;NA
Siderastrea_radians;colonial;3;17.11;18;0;massive;broad;clear;unattached;NA;gonochore;brooder;NA
Siderastrea_savignyana;colonial;3.8;100;10;1;massive;protected;turbid;attached;NA;NA;NA;NA
Siderastrea_siderea;colonial;4.5;81.7675;60;0.166666666666667;massive;broad;both;attached;NA;gonochore;spawner;9
Siderastrea_stellata;colonial;3;NA;NA;NA;massive;protected;clear;unattached;NA;gonochore;brooder;NA
Simplastrea_vesicularis;colonial;4.2;NA;NA;NA;encrusting;broad;clear;attached;NA;NA;NA;NA
Solenastrea_bournoni;colonial;20.5;NA;30;0.5;massive;protected;turbid;attached;NA;gonochore;NA;NA
Solenastrea_hyades;colonial;4.2;NA;31.5;2;submassive;broad;turbid;attached;NA;NA;NA;NA
Stephanocoenia_intersepta;colonial;2.7;37.98;78.3333333333333;1.33333333333333;massive;broad;both;attached;NA;gonochore;spawner;1.8
Stylaraea_punctata;colonial;1.2;6;NA;NA;encrusting;protected;clear;attached;NA;NA;brooder;NA
Stylocoeniella_armata;colonial;2.3;NA;26;1.5;encrusting;broad;clear;attached;NA;NA;NA;NA
Stylocoeniella_cocosensis;colonial;0.7;NA;10;2;encrusting;protected;clear;attached;NA;NA;NA;NA
Stylocoeniella_guentheri;colonial;1.1;50;44.3333333333333;16.6666666666667;digitate;protected;clear;attached;NA;NA;NA;NA
Stylocoeniella_muscosus;NA;NA;NA;18;10;NA;broad;both;NA;NA;NA;NA;NA
Stylophora_danae;colonial;1.1;NA;37.5;5.5;branching_closed;broad;clear;attached;NA;NA;NA;12
Stylophora_kuehlmanni;colonial;0.7;NA;70;5;branching_closed;broad;clear;attached;NA;NA;NA;NA
Stylophora_madagascarensis;colonial;0.8;20;20;2;branching_closed;exposed;clear;attached;NA;NA;NA;NA
Stylophora_mamillata;colonial;1;10;40;15;encrusting;protected;clear;attached;NA;NA;NA;NA
Stylophora_pistillata;colonial;1.4;NA;38.3333333333333;10.6666666666667;branching_closed;exposed;clear;attached;1.70310449992;hermaphrodite;brooder;19.574030768
Stylophora_subseriata;colonial;0.7;NA;30;2;branching_closed;broad;clear;attached;NA;NA;NA;NA
Stylophora_wellsi;colonial;0.7;NA;10;0;branching_closed;exposed;clear;attached;NA;NA;NA;NA
Symphyllia_agaricia;colonial;33.5;NA;40;2;massive;exposed;clear;attached;NA;NA;NA;NA
Symphyllia_erythraea;colonial;17.5;NA;45;2;massive;broad;clear;attached;NA;NA;NA;NA
Symphyllia_hassi;colonial;20;20;20;4;massive;exposed;clear;attached;NA;NA;NA;NA
Symphyllia_radians;colonial;35;NA;40;0;massive;exposed;clear;attached;NA;hermaphrodite;spawner;NA
Symphyllia_recta;colonial;15;NA;40;0;massive;broad;clear;attached;NA;hermaphrodite;spawner;NA
Symphyllia_valenciennesii;colonial;35;NA;40;2;encrusting;protected;clear;attached;NA;NA;NA;NA
Trachyphyllia_geoffroyi;colonial;4;8;30;7;massive;protected;both;unattached;NA;hermaphrodite;NA;NA
Turbinaria_bifrons;colonial;1.6;NA;25;2;laminar;exposed;clear;attached;NA;NA;spawner;NA
Turbinaria_conspicua;colonial;1.6;NA;20;2;laminar;broad;clear;attached;NA;NA;NA;NA
Turbinaria_frondens;colonial;1.1;400;20;7;laminar;exposed;both;attached;NA;gonochore;spawner;14
Turbinaria_heronensis;colonial;4.4;NA;15;5;laminar;exposed;clear;attached;NA;NA;NA;NA
Turbinaria_irregularis;colonial;2.1;NA;40;5;laminar;broad;clear;attached;NA;NA;NA;NA
Turbinaria_mesenterina;colonial;3.5;100;14;2.66666666666667;laminar;protected;turbid;attached;NA;gonochore;spawner;19.28
Turbinaria_patula;colonial;3.5;NA;20;7;laminar;broad;both;attached;NA;NA;NA;NA
Turbinaria_radicalis;colonial;2.5;100;22.5;5.5;encrusting;broad;clear;attached;NA;NA;spawner;NA
Turbinaria_reniformis;colonial;4.2;500;15;2;laminar;protected;turbid;attached;NA;gonochore;spawner;NA
Turbinaria_stellulata;colonial;3.3;NA;15;2;massive;exposed;clear;attached;NA;NA;NA;NA
Zoopilus_echinatus;colonial;20;60;20;12;massive;protected;clear;unattached;NA;NA;NA;NA
