SpecName;accGenus;accSpecies;PalmTribe;PalmSubfamily;Climbing;Acaulescent;Erect;StemSolitary;StemArmed;LeavesArmed;MaxStemHeight_m;MaxStemDia_cm;UnderstoreyCanopy;MaxLeafNumber;Max_Blade_Length_m;Max_Rachis_Length_m;Max_Petiole_length_m;AverageFruitLength_cm;MinFruitLength_cm;MaxFruitLength_cm;AverageFruitWidth_cm;MinFruitWidth_cm;MaxFruitWidth_cm;FruitSizeCategorical;FruitShape;Conspicuousness
Pinanga acaulis;Pinanga;acaulis;Areceae;Arecoideae;0;1;0;1;0;0;0.1;0;understorey;NA;0.9;0.9;0.22;1.2;NA;NA;0.7;NA;NA;small;NA;NA
Pinanga acuminata;Pinanga;acuminata;Areceae;Arecoideae;0;0;1;0;0;0;5;2;understorey;NA;0.7;0.7;NA;1.5;NA;NA;0.7;NA;NA;small;NA;conspicuous
Pinanga adangensis;Pinanga;adangensis;Areceae;Arecoideae;0;0;1;0;0;0;8;5;canopy;6;2;2;NA;1.55;1.3;1.8;1.05;0.9;1.2;small;ovoid;cryptic
Pinanga albescens;Pinanga;albescens;Areceae;Arecoideae;0;0;1;2;0;0;1.5;1.5;understorey;NA;0.5;NA;0.22;4.5;NA;NA;5;NA;NA;large;ovoid;conspicuous
Pinanga andamanensis;Pinanga;andamanensis;Areceae;Arecoideae;0;0;1;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ovoid;NA
Pinanga angustisecta;Pinanga;angustisecta;Areceae;Arecoideae;0;0;1;1;0;0;3;NA;understorey;NA;2.25;NA;NA;1.7;NA;NA;0.8;NA;NA;small;NA;conspicuous
Pinanga annamensis;Pinanga;annamensis;Areceae;Arecoideae;0;0;1;0;0;0;5;3.5;understorey;6;1.2;1.2;NA;1.8;NA;NA;1.2;NA;NA;small;ovoid;conspicuous
Pinanga arinasae;Pinanga;arinasae;Areceae;Arecoideae;0;0;1;1;0;0;12;15;canopy;10;3.3;2.15;0.22;1.45;1.2;1.7;1;0.8;1.2;small;ovoid;conspicuous
Pinanga aristata;Pinanga;aristata;Areceae;Arecoideae;0;0;1;2;0;0;2;2;understorey;7;1.8;NA;0.4;0.8;NA;NA;0.6;NA;NA;small;ovoid;conspicuous
Pinanga arundinacea;Pinanga;arundinacea;Areceae;Arecoideae;0;0;1;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;globose;NA
Pinanga auriculata;Pinanga;auriculata;Areceae;Arecoideae;0;0;1;1;0;0;4;3;understorey;NA;1;1;NA;1.55;1.1;2;0.85;0.7;1;small;globose;conspicuous
Pinanga badia;Pinanga;badia;Areceae;Arecoideae;0;0;1;0;0;0;3;2.5;understorey;6;2.7;1.8;NA;1.7;NA;NA;0.8;NA;NA;small;NA;conspicuous
Pinanga basilanensis;Pinanga;basilanensis;Areceae;Arecoideae;0;0;1;1;0;0;10;20;canopy;NA;NA;NA;NA;1.6;NA;NA;0.8;NA;NA;small;ovoid;NA
Pinanga batanensis;Pinanga;batanensis;Areceae;Arecoideae;0;0;1;1;0;0;6;NA;canopy;NA;2.5;NA;NA;2.1;NA;NA;1.2;NA;NA;small;globose;NA
Pinanga baviensis;Pinanga;baviensis;Areceae;Arecoideae;0;0;1;2;0;0;5;2.5;understorey;6;1.33;1;0.38;2.5;NA;NA;1;NA;NA;small;NA;conspicuous
Pinanga bicolana;Pinanga;bicolana;Areceae;Arecoideae;0;0;1;1;0;0;3;4;understorey;6;1;0.75;0.27;2.2;NA;NA;1.4;NA;NA;small;NA;conspicuous
Pinanga borneensis;Pinanga;borneensis;Areceae;Arecoideae;0;0;1;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ovoid;NA
Pinanga brevipes;Pinanga;brevipes;Areceae;Arecoideae;0;1;0;1;0;0;0.5;5;understorey;NA;3.35;NA;1.4;1;NA;NA;0.8;NA;NA;small;globose;conspicuous
Pinanga brewsteriana;Pinanga;brewsteriana;Areceae;Arecoideae;0;0;1;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Pinanga caesia;Pinanga;caesia;Areceae;Arecoideae;0;0;1;1;0;0;3;10;understorey;NA;3;NA;1.25;1.7;NA;NA;1.2;NA;NA;small;NA;conspicuous
Pinanga capitata;Pinanga;capitata;Areceae;Arecoideae;0;0;1;0;0;0;2;5;understorey;8;2.4;2;0.45;1.2;NA;NA;0.7;NA;NA;small;ovoid;cryptic
Pinanga cattienensis;Pinanga;cattienensis;Areceae;Arecoideae;0;0;1;0;0;0;1.5;2;understorey;NA;2.11;NA;1.21;1.9;1.8;2;0.55;0.5;0.6;small;globose;conspicuous
Pinanga celebica;Pinanga;celebica;Areceae;Arecoideae;0;0;1;1;0;0;5;6;understorey;NA;2;NA;0.45;1.5;NA;NA;0.9;NA;NA;small;globose;cryptic
Pinanga chaiana;Pinanga;chaiana;Areceae;Arecoideae;0;0;1;1;0;0;5.5;2.5;canopy;7;2;1.82;0.2;1.35;1;1.7;0.6;NA;NA;small;globose;conspicuous
Pinanga cleistantha;Pinanga;cleistantha;Areceae;Arecoideae;0;0;1;0;0;0;3;0.7;understorey;8;0.3;NA;NA;1.5;NA;NA;1;NA;NA;small;globose;cryptic
Pinanga copelandii;Pinanga;copelandii;Areceae;Arecoideae;0;0;1;1;0;0;10;20;canopy;NA;3;NA;NA;2;1.5;2.5;1;NA;NA;small;elongate;conspicuous
Pinanga coronata;Pinanga;coronata;Areceae;Arecoideae;0;0;1;0;0;0;10;10;canopy;7;3;2;0.95;1.3;1.1;1.5;0.8;0.6;1;small;ovoid;conspicuous
Pinanga crassipes;Pinanga;crassipes;Areceae;Arecoideae;0;0;1;1;0;0;2;7;understorey;NA;3.5;NA;2.1;1.6;NA;NA;0.9;NA;NA;small;ovoid;conspicuous
Pinanga cucullata;Pinanga;cucullata;Areceae;Arecoideae;0;0;1;0;0;0;0.6;0.8;understorey;8;0.5;NA;NA;1.3;NA;NA;0.5;NA;NA;small;NA;cryptic
Pinanga cupularis;Pinanga;cupularis;Areceae;Arecoideae;0;0;1;0;0;0;2;0.8;understorey;6;0.46;0.4;0.09;1.6;1.2;2;0.3;0.2;0.4;small;ovoid;NA
Pinanga curranii;Pinanga;curranii;Areceae;Arecoideae;0;0;1;1;0;0;15;15;canopy;NA;2.5;NA;0.45;1.5;NA;NA;1;NA;NA;small;ovoid;conspicuous
Pinanga declinata;Pinanga;declinata;Areceae;Arecoideae;0;0;1;0;0;0;5;5.5;understorey;7;1.63;1.11;0.57;1.75;1.5;2;0.6;0.5;0.7;small;NA;NA
Pinanga decora;Pinanga;decora;Areceae;Arecoideae;0;0;1;0;0;0;8;12;canopy;NA;1.5;1.5;NA;1.5;NA;NA;1;NA;NA;small;NA;conspicuous
Pinanga densiflora;Pinanga;densiflora;Areceae;Arecoideae;0;0;1;0;0;0;2;5;understorey;7;2;NA;0.55;1.6;NA;NA;0.8;NA;NA;small;ovoid;conspicuous
Pinanga dicksonii;Pinanga;dicksonii;Areceae;Arecoideae;0;0;1;2;0;0;6;5;canopy;NA;1.5;NA;NA;2;NA;NA;0.7;NA;NA;small;globose;NA
Pinanga disticha;Pinanga;disticha;Areceae;Arecoideae;0;0;1;0;0;0;1.8;1;understorey;6;1.5;0.6;0.85;1.35;1.2;1.5;0.9;0.8;1;small;ovoid;conspicuous
Pinanga dumetosa;Pinanga;dumetosa;Areceae;Arecoideae;0;0;1;0;0;0;1;1.3;understorey;8;1.5;0.75;0.8;1.5;NA;NA;0.7;NA;NA;small;globose;conspicuous
Pinanga egregia;Pinanga;egregia;Areceae;Arecoideae;0;0;1;1;0;0;2;1.5;understorey;7;0.87;0.65;0.24;1.6;NA;NA;0.8;NA;NA;small;NA;conspicuous
Pinanga forbesii;Pinanga;forbesii;Areceae;Arecoideae;0;0;1;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ovoid;NA
Pinanga fractiflexa;Pinanga;fractiflexa;Areceae;Arecoideae;0;0;1;0;0;0;5;5;understorey;11;2;2;NA;3;NA;NA;1.5;NA;NA;small;NA;conspicuous
Pinanga furfuracea;Pinanga;furfuracea;Areceae;Arecoideae;0;0;1;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ovoid;NA
Pinanga geonomiformis;Pinanga;geonomiformis;Areceae;Arecoideae;0;0;1;2;0;0;5;3;understorey;NA;1;NA;0.29;1;NA;NA;0.8;NA;NA;small;NA;conspicuous
Pinanga glauca;Pinanga;glauca;Areceae;Arecoideae;0;0;1;0;0;0;3.5;1.5;understorey;5;0.56;NA;0.13;1.2;NA;NA;0.9;NA;NA;small;NA;NA
Pinanga glaucescens;Pinanga;glaucescens;Areceae;Arecoideae;0;0;1;NA;0;0;NA;NA;NA;NA;NA;NA;NA;1.7;NA;NA;1;NA;NA;small;NA;cryptic
Pinanga glaucifolia;Pinanga;glaucifolia;Areceae;Arecoideae;0;0;1;1;0;0;3;6;understorey;8;1.23;1;0.25;2;NA;NA;1.8;NA;NA;small;ovoid;conspicuous
Pinanga globulifera;Pinanga;globulifera;Areceae;Arecoideae;0;0;1;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;globose;NA
Pinanga gracilis;Pinanga;gracilis;Areceae;Arecoideae;0;0;1;0;0;0;4;1.5;understorey;6;0.73;0.6;0.15;1.8;0.8;NA;1;NA;NA;small;globose;conspicuous
Pinanga gracillima;Pinanga;gracillima;Areceae;Arecoideae;0;0;1;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;globose;NA
Pinanga grandijuga;Pinanga;grandijuga;Areceae;Arecoideae;0;0;1;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;globose;NA
Pinanga grandis;Pinanga;grandis;Areceae;Arecoideae;0;0;1;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;cryptic
Pinanga griffithii;Pinanga;griffithii;Areceae;Arecoideae;0;0;1;0;0;0;3;2;understorey;NA;1;1;NA;1.5;NA;NA;0.7;NA;NA;small;NA;cryptic
Pinanga heterophylla;Pinanga;heterophylla;Areceae;Arecoideae;0;0;1;1;0;0;3;1.5;understorey;NA;1;NA;0.29;1;NA;NA;0.8;NA;NA;small;globose;conspicuous
Pinanga hexasticha;Pinanga;hexasticha;Areceae;Arecoideae;0;0;1;1;0;0;10;10;canopy;NA;1.5;1.5;NA;1.35;1.3;1.4;3;NA;NA;small;NA;NA
Pinanga hookeriana;Pinanga;hookeriana;Areceae;Arecoideae;0;0;1;1;0;0;1;2;understorey;NA;1.5;NA;NA;1.2;NA;NA;0.7;NA;NA;small;NA;NA
Pinanga humilis;Pinanga;humilis;Areceae;Arecoideae;0;0;1;0;0;0;1;1;understorey;5;1.17;0.4;0.82;1.7;NA;NA;0.4;NA;NA;small;ovoid;conspicuous
Pinanga hymenospatha;Pinanga;hymenospatha;Areceae;Arecoideae;0;0;1;NA;0;0;1;0.5;understorey;6;0.4;0.4;0.12;NA;NA;NA;NA;NA;NA;NA;ovoid;NA
Pinanga inaequalis;Pinanga;inaequalis;Areceae;Arecoideae;0;0;1;1;0;0;1;NA;understorey;NA;1;NA;NA;1.3;NA;NA;NA;NA;NA;small;ovoid;NA
Pinanga insignis;Pinanga;insignis;Areceae;Arecoideae;0;0;1;1;0;0;15;25;canopy;NA;6;NA;NA;2.6;NA;NA;1.2;NA;NA;small;globose;conspicuous
Pinanga isabelensis;Pinanga;isabelensis;Areceae;Arecoideae;0;0;1;1;0;0;3;2;understorey;NA;0.95;NA;0.31;2;NA;NA;0.9;NA;NA;small;ovoid;NA
Pinanga jamariensis;Pinanga;jamariensis;Areceae;Arecoideae;0;0;1;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;globose;NA
Pinanga jambusana;Pinanga;jambusana;Areceae;Arecoideae;0;0;1;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ovoid;NA
Pinanga javana;Pinanga;javana;Areceae;Arecoideae;0;0;1;1;0;0;10;15;canopy;10;3;2.7;0.33;2.3;2;2.6;1.3;1.1;1.4;small;globose;conspicuous
Pinanga johorensis;Pinanga;johorensis;Areceae;Arecoideae;0;0;1;0;0;0;7;3;canopy;9;1.38;1;0.43;3;NA;NA;1.5;NA;NA;small;NA;NA
Pinanga keahii;Pinanga;keahii;Areceae;Arecoideae;0;0;1;0;0;0;4;2;understorey;7;1.3;NA;0.27;3.1;NA;NA;1.4;NA;NA;small;ovoid;cryptic
Pinanga kontumensis;Pinanga;kontumensis;Areceae;Arecoideae;0;0;1;0;0;0;2;1;understorey;8;0.3;0.3;0.12;1.5;NA;NA;0.4;NA;NA;small;globose;cryptic
Pinanga lacei;Pinanga;lacei;Areceae;Arecoideae;0;0;1;NA;0;0;1;1;understorey;NA;0.3;0.3;NA;1.5;NA;NA;0.7;NA;NA;small;globose;NA
Pinanga latisecta;Pinanga;latisecta;Areceae;Arecoideae;0;1;0;1;0;0;1;4;understorey;8;1.5;NA;0.45;1.7;NA;NA;0.9;NA;NA;small;globose;cryptic
Pinanga lepidota;Pinanga;lepidota;Areceae;Arecoideae;0;0;1;2;0;0;2.5;2;understorey;8;0.4;NA;NA;0.85;NA;NA;0.5;NA;NA;small;globose;conspicuous
Pinanga ligulata;Pinanga;ligulata;Areceae;Arecoideae;0;0;1;1;0;0;2;4;understorey;NA;1;NA;NA;2;NA;NA;0.9;NA;NA;small;globose;NA
Pinanga limbangensis;Pinanga;limbangensis;Areceae;Arecoideae;0;0;1;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;globose;NA
Pinanga limosa;Pinanga;limosa;Areceae;Arecoideae;0;0;1;1;0;0;4;1;understorey;12;0.8;NA;NA;1.1;NA;NA;0.6;NA;NA;small;globose;cryptic
Pinanga macrospadix;Pinanga;macrospadix;Areceae;Arecoideae;0;0;1;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ovoid;NA
Pinanga maculata;Pinanga;maculata;Areceae;Arecoideae;0;0;1;1;0;0;5;5;understorey;7;2;NA;NA;2.5;2;3;1.6;NA;NA;small;ovoid;conspicuous
Pinanga malaiana;Pinanga;malaiana;Areceae;Arecoideae;0;0;1;0;0;0;7;7;canopy;9;2;2;NA;2.5;NA;NA;1.4;1.3;1.5;small;globose;conspicuous
Pinanga manii;Pinanga;manii;Areceae;Arecoideae;0;0;1;1;0;0;16;15;canopy;NA;2;2;NA;2;NA;NA;1;NA;NA;small;ovoid;conspicuous
Pinanga megalocarpa;Pinanga;megalocarpa;Areceae;Arecoideae;0;0;1;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Pinanga micholitzii;Pinanga;micholitzii;Areceae;Arecoideae;0;0;1;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;elongate;NA
Pinanga minor;Pinanga;minor;Areceae;Arecoideae;0;0;1;1;0;0;3;3;understorey;NA;1.5;NA;NA;1.5;NA;NA;0.8;NA;NA;small;NA;NA
Pinanga minuta;Pinanga;minuta;Areceae;Arecoideae;0;0;1;2;0;0;1.5;0.5;understorey;13;0.3;NA;NA;0.95;NA;NA;0.5;NA;NA;small;elongate;conspicuous
Pinanga mirabilis;Pinanga;mirabilis;Areceae;Arecoideae;0;0;1;2;0;0;4.5;1.5;understorey;9;2;NA;0.33;2.25;NA;NA;1.7;NA;NA;small;globose;cryptic
Pinanga modesta;Pinanga;modesta;Areceae;Arecoideae;0;0;1;0;0;0;3;1.5;understorey;5;1.5;NA;NA;1.625;1.55;1.7;1;NA;NA;small;ovoid;conspicuous
Pinanga mooreana;Pinanga;mooreana;Areceae;Arecoideae;0;0;1;0;0;0;8;2.5;canopy;8;3;2;NA;1.5;NA;NA;0.5;NA;NA;small;ovoid;conspicuous
Pinanga negrosensis;Pinanga;negrosensis;Areceae;Arecoideae;0;0;1;0;0;0;8;7;canopy;NA;2;NA;NA;1.2;NA;NA;NA;NA;NA;small;elongate;NA
Pinanga nuichuensis;Pinanga;nuichuensis;Areceae;Arecoideae;0;0;1;2;0;0;5;4;understorey;NA;NA;1.09;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA
Pinanga pachycarpa;Pinanga;pachycarpa;Areceae;Arecoideae;0;0;1;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ovoid;NA
Pinanga pachyphylla;Pinanga;pachyphylla;Areceae;Arecoideae;0;0;1;2;0;0;3;2;understorey;5;1.2;0.9;0.33;0.9;NA;NA;0.5;NA;NA;small;globose;NA
Pinanga palustris;Pinanga;palustris;Areceae;Arecoideae;0;0;1;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Pinanga pantiensis;Pinanga;pantiensis;Areceae;Arecoideae;0;0;1;0;0;0;6;20;canopy;NA;2.5;2;0.55;NA;NA;NA;NA;NA;NA;NA;ovoid;NA
Pinanga paradoxa;Pinanga;paradoxa;Areceae;Arecoideae;0;0;1;0;0;0;1.8;0.7;understorey;7;0.4;0.4;NA;1.8;NA;NA;1;NA;NA;small;NA;conspicuous
Pinanga parvula;Pinanga;parvula;Areceae;Arecoideae;0;0;1;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ovoid;NA
Pinanga patula;Pinanga;patula;Areceae;Arecoideae;0;0;1;1;0;0;6;3;canopy;12;2;1.6;0.3;1;NA;NA;0.5;NA;NA;small;elongate;conspicuous
Pinanga pectinata;Pinanga;pectinata;Areceae;Arecoideae;0;0;1;2;0;0;4;3;understorey;7;2;NA;0.65;1.8;NA;NA;0.8;NA;NA;small;NA;NA
Pinanga perakensis;Pinanga;perakensis;Areceae;Arecoideae;0;0;1;0;0;0;3;4;understorey;9;2;2;NA;2;NA;NA;1.05;1;1.1;small;ovoid;conspicuous
Pinanga philippinensis;Pinanga;philippinensis;Areceae;Arecoideae;0;0;1;1;0;0;3;5;understorey;NA;1;NA;0.25;1.5;NA;NA;0.7;NA;NA;small;NA;conspicuous
Pinanga pilosa;Pinanga;pilosa;Areceae;Arecoideae;0;0;1;0;0;0;NA;1;NA;NA;0.4;0.4;NA;1;NA;NA;0.55;NA;NA;small;globose;conspicuous
Pinanga plicata;Pinanga;plicata;Areceae;Arecoideae;0;0;1;0;0;0;2;1.7;understorey;NA;0.4;0.4;NA;1.5;NA;NA;0.7;NA;NA;small;globose;NA
Pinanga polymorpha;Pinanga;polymorpha;Areceae;Arecoideae;0;0;1;0;0;0;3;2.5;understorey;6;0.77;NA;NA;1.6;1.4;1.8;1;0.8;1.2;small;NA;cryptic
Pinanga porrecta;Pinanga;porrecta;Areceae;Arecoideae;0;0;1;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Pinanga pulchella;Pinanga;pulchella;Areceae;Arecoideae;0;0;1;1;0;0;1.5;1.5;understorey;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;globose;NA
Pinanga purpurea;Pinanga;purpurea;Areceae;Arecoideae;0;0;1;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ovoid;NA
Pinanga quadrijuga;Pinanga;quadrijuga;Areceae;Arecoideae;0;0;1;0;0;0;3;2;understorey;6;1.07;NA;0.22;1.3;NA;NA;0.7;NA;NA;small;NA;conspicuous
Pinanga ridleyana;Pinanga;ridleyana;Areceae;Arecoideae;0;0;1;1;0;0;1;1;understorey;8;0.5;NA;NA;1.7;NA;NA;0.5;NA;NA;small;globose;conspicuous
Pinanga rigida;Pinanga;rigida;Areceae;Arecoideae;0;0;1;1;0;0;5;2;understorey;NA;1;NA;NA;1;NA;NA;0.7;NA;NA;small;NA;conspicuous
Pinanga riparia;Pinanga;riparia;Areceae;Arecoideae;0;0;1;0;0;0;5;3;understorey;6;0.9;0.8;0.12;1.3;NA;NA;0.7;NA;NA;small;ovoid;conspicuous
Pinanga rivularis;Pinanga;rivularis;Areceae;Arecoideae;0;0;1;0;0;0;1.5;1.5;understorey;NA;0.5;NA;NA;0.65;NA;NA;0.5;NA;NA;small;elongate;cryptic
Pinanga rumphiana;Pinanga;rumphiana;Areceae;Arecoideae;0;0;1;1;0;0;15;15;canopy;7;3.1;2.75;0.4;1.5;NA;NA;0.9;NA;NA;small;ovoid;conspicuous
Pinanga rupestris;Pinanga;rupestris;Areceae;Arecoideae;0;0;1;0;0;0;0.6;0.6;understorey;6;0.67;0.5;0.19;1.7;NA;NA;0.9;NA;NA;small;ovoid;NA
Pinanga salicifolia;Pinanga;salicifolia;Areceae;Arecoideae;0;0;1;1;0;0;4;4;understorey;6;1.5;NA;0.45;1.5;NA;NA;0.5;NA;NA;small;globose;cryptic
Pinanga samarana;Pinanga;samarana;Areceae;Arecoideae;0;0;1;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;globose;NA
Pinanga sarmentosa;Pinanga;sarmentosa;Areceae;Arecoideae;0;0;1;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;elongate;NA
Pinanga sclerophylla;Pinanga;sclerophylla;Areceae;Arecoideae;0;0;1;0;0;0;4;4;understorey;NA;3;NA;2.2;1;NA;NA;0.7;NA;NA;small;elongate;NA
Pinanga scortechinii;Pinanga;scortechinii;Areceae;Arecoideae;0;0;1;0;0;0;5;5;understorey;8;2.5;2.5;NA;1.35;1.2;1.5;0.85;0.7;1;small;NA;conspicuous
Pinanga sessilifolia;Pinanga;sessilifolia;Areceae;Arecoideae;0;0;1;1;0;0;2;1.25;understorey;10;0.47;NA;0.02;1.5;NA;NA;0.4;NA;NA;small;NA;cryptic
Pinanga sibuyanensis;Pinanga;sibuyanensis;Areceae;Arecoideae;0;0;1;NA;0;0;9;15;canopy;NA;1.2;NA;NA;2.1;NA;NA;1.5;NA;NA;small;NA;NA
Pinanga sierramadreana;Pinanga;sierramadreana;Areceae;Arecoideae;0;0;1;1;0;0;5;2.5;understorey;5;0.9;0.6;0.33;1.3;NA;NA;0.8;NA;NA;small;globose;conspicuous
Pinanga simplicifrons;Pinanga;simplicifrons;Areceae;Arecoideae;0;0;1;0;0;0;1.5;1.5;understorey;7;0.8;NA;NA;1.9;1.8;2;1;NA;NA;small;NA;conspicuous
Pinanga singaporensis;Pinanga;singaporensis;Areceae;Arecoideae;0;0;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;1.6;NA;NA;0.9;NA;NA;small;globose;NA
Pinanga sobolifera;Pinanga;sobolifera;Areceae;Arecoideae;0;0;1;0;0;0;2;2.5;understorey;5;1.1;1.02;0.11;1.2;NA;NA;0.8;NA;NA;small;ovoid;cryptic
Pinanga speciosa;Pinanga;speciosa;Areceae;Arecoideae;0;0;1;1;0;0;NA;12;NA;NA;2.5;NA;NA;0.4;NA;NA;NA;NA;NA;small;ovoid;cryptic
Pinanga stricta;Pinanga;stricta;Areceae;Arecoideae;0;0;1;1;0;0;1.5;1.5;understorey;NA;0.75;NA;NA;1.5;NA;NA;0.6;NA;NA;small;ovoid;NA
Pinanga stylosa;Pinanga;stylosa;Areceae;Arecoideae;0;0;1;0;0;0;4;2;understorey;7;1.2;NA;0.22;1.6;NA;NA;1;NA;NA;small;ovoid;conspicuous
Pinanga subintegra;Pinanga;subintegra;Areceae;Arecoideae;0;0;1;0;0;0;3;0.5;understorey;NA;1;1;NA;1.7;NA;NA;0.5;NA;NA;small;ovoid;conspicuous
Pinanga subruminata;Pinanga;subruminata;Areceae;Arecoideae;0;0;1;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Pinanga sylvestris;Pinanga;sylvestris;Areceae;Arecoideae;0;0;1;0;0;0;6;3.5;canopy;8;1.55;1.3;0.27;2.3;NA;NA;1;NA;NA;small;NA;conspicuous
Pinanga tashiroi;Pinanga;tashiroi;Areceae;Arecoideae;0;0;1;2;0;0;7;20;canopy;NA;2.1;1.5;0.65;1.8;NA;NA;1.2;NA;NA;small;ovoid;conspicuous
Pinanga tenacinervis;Pinanga;tenacinervis;Areceae;Arecoideae;0;1;0;0;0;0;0.1;1.2;understorey;6;1.1;0.65;0.5;1.2;NA;NA;0.4;NA;NA;small;NA;conspicuous
Pinanga tenella;Pinanga;tenella;Areceae;Arecoideae;0;0;1;0;0;0;2;1;understorey;8;2.5;NA;NA;1.4;NA;NA;0.5;NA;NA;small;NA;cryptic
Pinanga tomentella;Pinanga;tomentella;Areceae;Arecoideae;0;0;1;0;0;0;1.5;1;understorey;7;1;0.75;0.27;1.55;NA;NA;0.7;NA;NA;small;globose;conspicuous
Pinanga tomentosa;Pinanga;tomentosa;Areceae;Arecoideae;0;0;1;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Pinanga trichoneura;Pinanga;trichoneura;Areceae;Arecoideae;0;0;1;NA;0;0;2.15;NA;understorey;NA;0.45;NA;0.12;0.8;NA;NA;0.4;NA;NA;small;NA;NA
Pinanga uncinata;Pinanga;uncinata;Areceae;Arecoideae;0;0;1;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Pinanga urdanetensis;Pinanga;urdanetensis;Areceae;Arecoideae;0;0;1;1;0;0;3;3;understorey;NA;1;NA;NA;1.3;NA;NA;0.7;NA;NA;small;ovoid;NA
Pinanga urosperma;Pinanga;urosperma;Areceae;Arecoideae;0;0;1;NA;0;0;3.6;NA;understorey;NA;1.5;NA;NA;0.65;NA;NA;0.4;NA;NA;small;ovoid;NA
Pinanga variegata;Pinanga;variegata;Areceae;Arecoideae;0;0;1;1;0;0;3;1;understorey;7;2.5;NA;NA;1.7;NA;NA;0.7;NA;NA;small;ovoid;NA
Pinanga veitchii;Pinanga;veitchii;Areceae;Arecoideae;0;0;1;0;0;0;2;1;understorey;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;globose;conspicuous
Pinanga versicolor;Pinanga;versicolor;Areceae;Arecoideae;0;0;1;0;0;0;5;3.5;understorey;NA;1;1;NA;1;1;1.6;1;NA;NA;small;ovoid;cryptic
Pinanga watanaiana;Pinanga;watanaiana;Areceae;Arecoideae;0;0;1;0;0;0;2.5;3.5;understorey;7;1;1;NA;1.5;NA;NA;1;NA;NA;small;NA;conspicuous
Pinanga woodiana;Pinanga;woodiana;Areceae;Arecoideae;0;0;1;1;0;0;5;4;understorey;NA;2;NA;NA;1.2;NA;NA;0.6;NA;NA;small;globose;NA
Pinanga yassinii;Pinanga;yassinii;Areceae;Arecoideae;0;0;1;1;0;0;2;1.5;understorey;NA;0.6;NA;NA;NA;NA;NA;NA;NA;NA;NA;globose;NA
Plectocomia assamica;Plectocomia;assamica;Calameae;Calamoideae;1;0;0;0;0;1;15;15;canopy;NA;5;5;NA;2.5;NA;NA;2.5;NA;NA;small;ovoid;cryptic
Plectocomia billitonensis;Plectocomia;billitonensis;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;globose;NA
