Species Name;Gram;Trait 1;Trait 2;Trait 3;Trait 4;Trait 5;Trait 6;Trait 7;Trait 8;Trait 9;Trait 10;Trait 11;Trait 12;Trait 13;Trait 14;Trait 15;Trait 16;Trait 17;Trait 18;Trait 19;Trait 20;Trait 21;Trait 22;Trait 23;Trait 24;Trait 25;Trait 26;Trait 27;Trait 28;Trait 29;Trait 30;Trait 31;Trait 32;Trait 33;Trait 34;Trait 35;Trait 36;Trait 37;Trait 38;Trait 39;Trait 40;Trait 41;Trait 42;Trait 43;Trait 44;Trait 45;Trait 46;Trait 47;Trait 48;Trait 49;Trait 50;Trait 51;Trait 52;Trait 53;Trait 54;Trait 55;Trait 56;Trait 57;Trait 58;Trait 59;Trait 60;Trait 61;Trait 62;Trait 63;Trait 64;Trait 65;Trait 66;Trait 67;Trait 68;Trait 69;Trait 70;Trait 71;Trait 72;Trait 73;Trait 74;Trait 75;Trait 76;Trait 77;Trait 78;Trait 79;Trait 80;Trait 81;Trait 82;Trait 83;Trait 84;Trait 85;Trait 86;Trait 87;Trait 88;Trait 89;Trait 90;Trait 91;Trait 92;Trait 93;Trait 94;Trait 95;Trait 96
Cellulomonas biazotea;GP;0;0;0;85;0;0;50;8;0;0;0;23;90;0;85;94;100;6;94;0;81;0;100;0;44;52;48;27;12;100;0;67;67;50;40;0;15;0;42;100;38;100;100;100;0;27;0;73;12;4;100;0;100;25;8;0;0;0;0;0;0;0;67;0;0;42;33;10;50;0;0;0;8;0;0;6;2;0;21;0;4;0;0;100;100;100;88;100;38;0;33;0;6;0;0;0
Cellulomonas cellasea;GP;0;0;0;11;0;0;11;0;0;0;0;25;93;0;64;50;46;0;64;0;11;0;100;0;0;0;18;18;0;75;0;0;0;0;0;0;4;0;0;0;0;0;57;93;0;0;0;21;0;0;29;0;79;21;0;0;0;0;0;0;0;0;0;0;0;18;0;32;25;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;93;71;36;25;21;0;0;0;0;0;0;0
Cellulomonas fimi;GP;0;0;0;100;21;0;96;4;0;0;0;100;100;0;100;100;100;0;100;0;100;0;100;0;17;46;100;92;12;100;0;71;100;88;100;8;88;0;54;100;33;4;88;100;0;33;0;100;4;33;100;0;100;12;21;0;0;0;0;4;0;0;58;0;0;50;8;21;100;0;0;0;29;0;0;0;0;0;0;0;0;0;0;100;100;100;100;100;92;4;46;0;12;0;0;0
Cellulomonas flavigena;GP;0;2;72;100;98;65;90;20;0;10;5;75;100;20;75;100;100;8;92;45;98;42;100;35;70;70;100;100;62;100;8;68;40;75;100;50;80;2;72;80;20;5;90;95;5;75;5;100;62;90;100;30;100;98;0;0;2;0;5;0;2;5;75;5;2;60;2;85;85;2;2;5;35;0;0;12;8;2;10;5;12;0;2;100;100;98;65;95;72;2;2;5;30;12;15;10
Cellulomonas gelida;GP;0;10;100;100;95;0;100;50;5;5;0;70;100;0;95;100;100;0;100;5;100;0;100;5;95;30;100;100;5;100;0;75;35;35;100;0;95;0;95;100;0;0;100;100;0;10;0;100;0;55;100;0;100;90;0;0;0;0;5;0;0;15;0;0;0;90;60;95;100;0;0;0;5;0;0;0;0;0;0;0;0;0;0;100;100;100;100;100;100;100;100;100;10;0;5;0
Cellulomonas hominis (CDC.A-3);GP;0;83;86;100;17;0;74;1;1;100;87;100;100;0;100;100;100;40;100;21;100;93;100;2;17;12;100;100;82;100;3;78;47;55;100;51;100;79;91;100;2;9;99;100;1;90;0;100;24;100;100;1;100;53;0;0;0;0;8;2;0;1;4;0;0;84;2;40;95;0;0;2;1;2;0;1;0;3;0;0;1;0;0;100;100;100;100;100;100;96;99;75;0;0;0;7
Cellulomonas turbata (Oerskovia turbata);GP;0;32;68;100;100;0;89;30;0;95;57;25;84;0;16;100;77;5;93;2;93;55;100;0;14;7;100;100;7;100;5;45;11;27;82;48;52;0;70;18;16;25;100;43;2;0;0;91;23;66;100;14;100;95;23;9;0;0;5;73;5;32;89;16;11;66;84;75;93;0;0;5;11;0;5;14;36;39;27;9;7;0;0;100;95;95;14;93;45;36;66;9;2;0;0;0
Cellulomonas uda;GP;0;65;100;100;100;0;100;5;0;5;0;100;100;0;80;100;100;10;100;0;100;0;100;0;95;85;100;100;5;100;5;55;50;70;95;0;90;0;80;5;0;0;100;100;0;0;0;95;25;65;100;0;100;95;0;0;0;0;5;0;0;5;0;0;0;90;0;95;100;0;0;0;5;0;0;0;0;10;5;0;0;0;0;100;100;100;95;100;95;55;60;65;25;0;0;0
Cellulosimicrobium cellulans;GP;0;12;92;100;96;0;100;98;88;98;69;98;100;6;83;100;100;29;100;35;100;100;100;4;69;71;100;100;27;100;15;94;73;96;100;71;94;42;96;98;40;50;100;100;15;77;2;100;77;98;100;25;100;98;65;31;4;0;8;92;6;54;98;8;33;90;100;83;100;2;0;35;27;4;2;27;83;92;46;23;75;0;0;100;100;100;100;100;100;94;98;100;73;4;88;15
Clavibacter michiganensis ss insidiosus;GP;0;0;0;0;0;0;0;0;0;0;0;0;67;0;0;100;100;0;67;0;50;17;92;0;0;0;67;0;100;100;0;0;0;8;0;0;0;0;75;100;0;0;8;8;0;100;0;100;0;50;100;0;92;0;0;0;0;0;0;0;0;0;0;0;67;67;67;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;100;17;0;0;8;0;0;0;0;0;0;0;0
Clavibacter michiganensis ss michiganensis;GP;0;0;0;79;0;0;2;0;0;0;0;27;48;0;31;77;98;0;90;0;65;8;100;0;31;27;67;15;98;100;0;4;0;10;8;0;6;0;62;98;23;0;0;19;0;54;15;100;0;35;88;0;65;0;0;0;0;0;0;0;0;0;0;0;19;60;2;0;0;0;0;0;17;4;67;81;52;60;0;0;77;0;0;92;4;0;0;0;0;0;0;0;0;0;0;0
Clavibacter michiganensis ss nebraskensis;GP;0;0;0;90;0;0;0;23;0;0;0;10;0;0;0;100;100;0;100;0;70;100;100;0;3;0;70;13;93;100;0;0;0;0;0;0;3;0;83;100;0;0;20;23;0;90;3;100;0;17;100;0;100;0;0;0;0;0;0;0;0;0;0;0;3;87;10;0;27;0;0;0;87;0;0;0;0;10;0;0;0;0;0;100;63;0;0;0;0;0;0;0;0;0;0;0
Clavibacter michiganensis ss sepedonicus;GP;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;100;100;0;100;0;0;0;100;0;0;0;0;0;100;100;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;100;0;62;0;0;100;0;75;0;0;0;0;0;0;0;0;0;0;0;75;50;100;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;62;12;0;0;0;0;0;0;0;0
Clavibacter michiganensis ss tessellarius;GP;0;0;0;95;0;0;4;0;1;0;0;62;71;0;38;100;100;0;100;0;97;6;100;1;74;62;94;56;97;100;0;36;1;50;14;0;29;0;76;100;12;0;13;67;0;79;28;100;0;18;100;0;97;0;0;0;0;0;0;0;0;0;0;0;77;63;60;0;8;8;50;0;22;8;23;38;17;9;0;0;14;0;0;97;49;1;0;3;0;3;0;0;0;0;0;0
Corynebacterium accolens;GP;0;0;0;92;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;50;0;100;0;0;0;4;0;0;100;0;12;0;0;100;0;0;0;4;96;0;0;100;0;0;0;0;0;0;0;100;0;0;54;0;0;0;0;0;0;0;0;0;0;4;54;0;25;75;4;0;0;42;0;0;0;92;33;0;0;0;0;0;96;100;83;100;92;67;0;0;0;0;0;0;0
Corynebacterium afermentans ss afermentans(CDC.ANF-1);GP;0;0;1;100;3;0;1;0;0;0;0;0;0;0;0;18;74;0;3;0;76;0;100;0;0;0;26;5;0;100;0;0;0;0;100;0;0;0;17;0;0;0;100;0;0;5;1;53;0;20;100;0;1;93;75;0;0;0;0;7;0;42;100;0;37;100;79;1;100;55;82;0;0;3;0;0;100;37;0;7;59;0;11;0;93;0;55;0;76;49;0;49;4;71;71;0
Corynebacterium afermentans ss lipophilum;GP;0;0;0;100;0;0;13;0;0;0;0;0;0;0;0;72;98;0;0;0;93;0;100;0;0;0;48;41;0;98;0;0;0;0;91;0;0;0;9;43;0;0;100;0;0;0;0;33;0;7;100;0;67;70;96;0;0;0;0;26;0;57;100;0;35;100;22;20;100;33;7;0;0;0;0;0;76;22;0;0;9;0;9;100;100;0;33;0;52;0;0;0;2;0;0;0
Corynebacterium ammoniagenes (Brevibacterium-like);GP;0;0;0;100;60;0;50;0;0;30;15;0;10;0;0;55;100;100;0;0;90;20;100;60;0;0;40;10;0;100;0;0;0;0;100;0;0;0;20;100;0;0;100;0;0;0;0;30;15;0;100;0;30;100;100;0;0;100;15;0;90;100;100;0;100;100;100;75;100;100;100;0;90;90;100;100;100;100;40;15;100;0;0;0;70;0;75;0;100;0;0;0;15;0;10;0
Corynebacterium amycolatum (CDC.F-2);GP;0;0;0;100;0;0;20;45;30;0;0;0;0;0;0;0;60;0;45;0;15;0;100;0;0;0;100;30;0;100;0;5;0;0;100;0;0;0;15;0;0;0;100;0;0;0;0;100;0;100;100;0;0;60;0;0;0;0;0;0;0;0;10;0;0;45;0;20;25;0;0;0;0;0;0;0;20;100;0;0;0;0;0;100;100;100;100;100;100;0;0;0;0;0;0;10
Corynebacterium argentoratense;GP;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;65;0;100;0;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;85;0;0;100;0;0;0;0;0;0;0;100;0;0;0;100;0;0;100;0;0;0;0;100;0;0;85;0;0;0;0;0;0;0;0;0;0;75;10;0;0;0;75;0;0;15;5;0;0;50;0;0;0;0;0;0;0
Corynebacterium auris;GP;0;0;0;71;0;0;18;79;39;0;0;0;14;0;0;7;61;0;0;0;32;0;82;0;0;0;11;50;0;82;0;0;0;0;29;0;0;0;0;0;0;0;100;0;0;0;0;4;0;0;82;0;7;100;0;4;14;0;32;7;0;0;11;0;39;50;100;50;71;0;0;0;18;0;0;0;100;100;0;0;0;0;0;21;36;0;61;0;75;0;0;0;0;0;0;0
Corynebacterium bovis;GP;0;0;0;54;4;0;7;96;96;0;0;0;4;0;0;7;100;0;57;0;32;0;100;0;0;0;7;0;0;100;0;0;7;7;79;0;4;0;11;100;0;0;86;0;0;0;0;4;11;4;75;0;18;93;4;0;0;68;4;7;0;7;4;4;46;75;86;21;50;29;50;0;0;0;0;0;82;0;0;0;0;0;0;89;100;7;0;0;4;0;0;0;0;0;0;0
Corynebacterium callunae;GP;0;0;0;100;0;0;100;0;0;0;0;0;0;0;100;0;100;0;0;0;15;0;100;0;0;10;100;100;0;100;0;0;0;0;100;0;0;0;0;100;0;0;100;100;0;0;0;100;0;50;100;0;0;70;100;0;0;0;0;0;0;5;100;0;0;50;0;0;25;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0;0
Corynebacterium camporealensis;GP;0;0;6;100;25;0;6;0;0;0;0;0;19;0;0;69;100;0;88;0;100;0;100;0;0;0;81;75;0;100;0;31;0;0;100;0;0;0;38;100;0;0;100;0;0;0;0;38;19;25;100;0;19;100;44;0;94;0;19;0;0;6;88;94;100;81;100;62;100;75;100;0;6;0;100;88;100;100;0;0;100;0;0;94;75;69;94;0;50;0;0;0;6;0;0;0
Corynebacterium coyleae;GP;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;11;94;0;0;0;81;0;100;0;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;67;0;0;100;0;0;0;0;0;0;0;100;0;0;100;100;0;0;0;0;0;0;81;97;0;0;94;58;22;100;19;0;17;83;0;44;0;100;100;0;0;17;0;22;0;100;0;56;0;72;0;0;0;0;0;0;0
Corynebacterium cystitidis;GP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;100;0;0;0;0;0;0;100;0;0;0;0;18;0;0;0;0;100;0;0;100;0;0;0;0;0;0;0;36;0;21;0;79;0;0;0;0;0;0;0;100;0;0;64;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;25;0;46;0;0;0;0;0;0;0
Corynebacterium diphtheriae;GP;0;0;4;100;0;0;4;0;0;14;7;0;0;0;0;0;100;0;50;0;14;0;100;0;0;4;96;96;0;100;0;0;0;0;100;0;0;0;0;11;0;0;29;0;0;0;0;0;0;0;89;0;0;7;100;0;0;0;0;0;0;0;100;0;75;96;14;0;86;0;57;0;0;0;0;0;96;0;0;0;0;4;0;100;61;100;32;100;18;0;0;0;0;0;0;0
Corynebacterium durum;GP;0;0;0;100;0;0;100;0;0;100;100;0;0;0;0;100;100;0;100;0;0;0;100;0;100;100;100;100;100;100;0;100;6;0;94;6;0;0;62;100;100;0;0;19;0;12;100;100;75;0;81;0;0;0;6;0;0;0;0;0;0;0;100;0;0;81;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;56;100;31;81;12;6;12;0;0;0;0
Corynebacterium falsenii;GP;0;0;0;94;0;0;38;100;100;0;0;0;0;0;0;0;0;0;100;0;56;0;100;0;0;0;6;0;0;81;0;0;0;0;100;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;100;0;0;100;56;0;0;0;0;75;0;0;56;0;0;62;6;31;6;0;0;0;0;0;0;0;100;100;0;0;6;0;0;100;100;12;100;100;0;0;0;0;0;0;0;0
Corynebacterium flavescens;GP;0;0;0;90;0;0;20;0;0;10;5;0;0;0;0;0;100;0;100;0;20;0;100;0;0;0;10;10;100;100;0;0;0;0;95;0;0;0;0;100;0;0;100;0;0;85;0;20;0;0;100;0;0;30;100;0;0;0;0;0;0;75;100;0;30;50;40;5;50;60;80;25;5;0;0;0;5;0;0;0;0;0;75;100;0;0;0;0;0;0;0;0;0;0;0;0
Corynebacterium glucuronolyticum;GP;0;0;0;100;12;0;6;0;0;31;19;0;0;0;88;75;100;0;69;0;100;100;100;0;0;0;75;100;0;100;0;75;0;0;100;0;100;0;12;100;0;0;38;94;0;0;0;100;12;0;100;0;0;25;81;0;0;0;0;0;0;0;100;6;100;100;25;31;100;0;62;0;0;0;0;12;100;31;0;0;100;38;0;100;56;100;0;0;0;0;0;0;0;0;0;0
Corynebacterium glutamicum;GP;0;0;0;100;0;0;100;0;0;0;0;0;0;64;0;43;100;0;0;0;71;0;100;64;0;0;100;100;0;100;0;0;0;0;100;0;0;0;14;100;0;0;100;0;0;0;0;100;0;25;100;0;0;100;100;0;0;0;0;0;0;21;100;0;0;68;4;14;64;29;4;0;0;0;0;0;100;32;0;0;0;0;39;0;64;0;0;0;93;0;0;0;0;0;0;0
Corynebacterium imitans;GP;0;0;0;100;0;0;100;0;0;0;0;0;0;0;0;16;100;91;0;0;66;0;100;0;0;0;100;100;0;100;0;0;0;0;100;0;0;0;0;100;0;0;100;3;0;0;0;22;0;0;100;0;0;100;100;3;0;0;34;0;0;84;100;0;3;94;0;3;97;0;0;0;0;0;34;0;100;100;0;0;100;0;0;0;100;0;88;0;100;0;0;0;0;0;0;0
Corynebacterium jeikeium;GP;0;0;0;60;1;0;9;100;95;1;0;0;33;0;0;7;0;0;73;3;24;0;95;1;0;1;7;15;1;86;0;0;7;7;68;1;9;1;9;1;0;0;100;0;0;0;0;3;16;5;68;0;45;100;72;7;2;0;1;48;1;3;88;1;32;68;33;89;79;3;12;1;3;0;0;2;89;82;2;13;0;0;1;4;51;5;32;1;100;1;1;3;8;1;5;0
Corynebacterium kutscheri;GP;0;0;0;100;0;0;69;0;0;0;0;0;0;0;100;12;100;0;0;0;50;0;100;0;0;0;100;100;0;100;0;0;0;0;100;0;100;0;12;100;0;0;81;100;0;0;0;100;0;0;100;0;0;0;100;0;0;0;0;0;0;0;100;0;0;100;0;0;94;0;0;0;0;0;0;0;94;31;0;0;0;0;0;0;100;100;94;94;0;50;50;0;0;0;0;0
Corynebacterium lipophiloflavum;GP;0;0;0;98;0;0;12;96;100;0;0;0;4;0;0;44;27;0;0;0;67;2;100;4;0;10;23;29;0;100;0;13;2;0;100;2;0;0;2;23;0;0;92;0;0;0;0;2;2;0;88;0;33;100;8;12;0;0;6;0;0;12;31;0;8;50;8;98;88;2;0;4;0;0;0;0;98;100;0;0;8;0;0;100;2;0;0;0;0;0;0;0;6;6;0;0
Corynebacterium macginleyi;GP;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;14;0;100;0;0;0;0;0;100;100;0;4;0;0;71;0;0;0;4;100;0;0;100;0;0;14;0;100;0;0;96;0;0;7;29;0;0;0;0;0;0;4;89;0;14;61;0;7;39;0;0;0;0;0;0;0;57;0;0;0;0;0;0;100;100;4;100;4;0;11;0;0;0;0;0;0
Corynebacterium mastitidis;GP;0;0;0;92;0;0;19;0;0;0;0;0;0;0;61;64;100;0;8;0;83;0;100;0;0;0;72;0;0;100;0;69;0;0;92;0;92;0;14;100;0;0;100;75;0;0;0;100;0;92;100;0;0;31;75;0;0;0;3;0;0;0;94;0;14;81;3;11;89;0;3;0;0;0;0;0;64;3;0;0;0;0;0;100;92;8;11;22;31;0;0;3;0;0;0;0
Corynebacterium matruchotii;GP;0;0;0;100;0;0;71;0;0;0;0;0;0;0;76;3;100;0;0;0;53;0;100;0;0;0;100;100;0;100;0;0;0;0;97;0;100;0;9;100;0;0;100;50;0;0;0;100;0;0;88;0;0;24;88;0;0;0;0;0;0;18;100;0;47;62;29;3;59;12;29;0;9;0;0;0;21;0;0;0;0;0;0;3;76;0;32;0;29;0;0;0;0;0;0;0
Corynebacterium minutissimum;GP;0;0;14;100;32;0;100;0;0;100;50;0;0;0;0;36;100;0;0;0;89;7;100;0;0;0;100;100;0;100;0;46;0;0;93;0;0;0;36;100;0;0;39;0;0;0;0;93;4;7;100;0;0;89;25;0;29;0;0;0;0;0;89;0;54;89;89;25;89;79;86;0;4;0;4;0;100;93;0;29;100;4;0;100;7;0;0;71;29;0;0;0;0;0;0;0
Corynebacterium mucifaciens;GP;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;45;84;0;0;0;91;0;100;0;0;0;7;2;0;100;0;0;0;0;100;0;0;0;7;0;0;0;100;0;0;0;0;75;2;0;100;0;7;100;100;0;0;0;0;0;0;100;100;0;32;100;36;11;100;43;7;0;2;14;27;0;100;73;0;0;98;0;2;100;36;0;16;0;32;0;0;0;9;0;0;0
Corynebacterium mycetoides;GP;0;0;0;100;0;0;0;100;100;0;0;0;58;0;0;0;100;0;0;0;90;18;100;0;0;0;70;15;0;100;0;0;0;0;100;0;0;0;72;100;0;0;100;0;0;0;0;0;12;70;100;0;85;100;68;100;0;0;0;0;0;0;100;0;0;90;18;42;78;8;10;0;0;0;0;0;100;100;0;0;0;0;0;100;15;0;0;0;0;15;0;0;70;0;0;0
Corynebacterium nitrilophilus;GP;0;5;5;19;0;10;36;100;100;5;7;10;40;67;7;10;100;7;5;5;14;5;100;10;10;10;12;10;17;100;10;12;5;10;7;7;12;5;52;100;5;10;83;86;5;21;12;19;12;7;33;24;19;93;83;93;24;0;7;100;71;10;100;5;7;98;100;90;100;14;5;7;14;5;0;5;0;21;7;5;0;2;5;31;10;2;7;21;12;0;7;19;24;5;7;5
Corynebacterium pilosum;GP;0;0;20;100;65;0;35;0;0;0;0;0;0;0;0;75;100;0;10;0;95;0;100;0;0;0;65;100;0;100;0;0;0;0;100;0;0;0;35;100;0;0;100;0;10;0;0;40;10;0;100;0;10;100;100;0;0;0;15;0;0;20;100;45;100;100;100;90;100;100;100;0;0;0;65;5;55;100;0;0;85;0;0;0;100;0;10;0;100;0;0;0;5;0;0;0
Corynebacterium pseudodiphtheriticum propinquum (CDC.ANF-3);GP;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;50;2;0;0;2;52;0;0;0;0;0;0;36;0;0;0;0;25;0;0;2;0;0;2;0;9;0;0;0;0;0;0;0;16;0;0;100;100;0;0;0;2;2;0;2;100;0;14;73;32;39;64;66;55;16;57;0;59;0;100;61;0;0;2;0;39;11;0;0;0;0;2;0;0;0;0;0;0;0
Corynebacterium pseudotuberculosis;GP;0;0;0;96;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;100;0;0;0;29;79;0;100;0;0;0;0;48;0;0;0;0;96;0;0;75;0;0;0;0;0;0;0;52;0;0;0;88;0;0;0;0;0;0;0;100;0;0;48;0;0;40;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;6;21;0;46;0;0;0;0;0;0;0;33
Corynebacterium renale;GP;0;0;0;85;0;0;0;0;0;0;0;0;0;0;0;30;100;0;0;0;85;0;100;0;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;100;0;0;100;0;0;0;0;0;0;5;100;0;0;35;75;0;0;0;0;0;0;0;100;0;100;95;0;0;60;0;5;0;0;0;60;0;0;90;0;0;0;0;0;0;100;40;100;0;60;0;0;0;0;0;0;0
Corynebacterium riegelii;GP;0;0;0;100;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;100;100;0;14;100;29;7;100;0;18;0;18;0;0;0;68;100;0;0;43;0;0;0;100;93;100;89;0;0;0;0;0;0;0;0
Corynebacterium seminale;GP;0;0;0;100;10;0;0;0;0;35;15;0;0;0;0;65;100;0;35;0;100;100;100;5;45;0;60;80;0;100;0;65;0;0;95;0;0;0;25;100;0;0;90;0;0;0;0;100;0;5;100;0;0;50;90;0;0;0;0;0;0;15;100;0;75;95;20;30;75;0;60;0;5;0;0;0;100;25;0;0;100;25;0;100;95;100;75;0;0;0;0;0;0;0;0;10
Corynebacterium singulare;GP;0;0;0;100;55;0;10;0;0;65;5;0;0;0;0;55;100;0;0;0;85;0;100;0;0;0;75;25;0;100;0;60;0;0;100;0;0;0;10;100;0;0;95;0;0;0;0;100;0;0;100;0;0;100;5;0;100;0;0;0;0;0;95;0;90;80;100;50;95;95;100;5;20;40;80;5;100;100;5;10;100;100;0;100;25;0;0;0;0;0;0;0;0;0;0;0
Corynebacterium spp. (CDC.G);GP;0;0;3;100;59;0;29;0;0;0;0;0;0;0;0;0;100;0;0;0;21;0;100;0;0;0;94;100;0;100;0;0;0;0;100;0;0;0;6;100;38;0;100;0;0;0;9;100;0;29;100;0;0;3;71;0;0;0;0;3;0;0;100;0;38;53;21;0;56;24;32;0;0;0;0;0;97;9;0;0;0;0;0;0;38;29;41;0;47;0;0;0;6;3;3;0
Corynebacterium striatum (CDC.I-1);GP;0;0;0;100;0;0;15;0;0;0;0;0;0;0;0;50;100;0;70;0;100;5;100;0;0;0;90;20;0;100;0;60;0;0;100;0;0;0;40;100;0;0;80;0;0;0;0;100;0;20;100;0;0;100;85;0;85;0;0;0;0;10;60;0;25;75;0;40;85;15;20;0;0;0;0;0;100;100;10;0;100;5;0;100;25;85;100;0;0;0;0;0;0;0;0;0
Corynebacterium thomssenii;GP;0;5;60;100;45;0;100;0;0;50;40;0;10;0;0;70;100;0;40;0;100;0;100;0;55;0;100;100;0;100;0;5;5;0;100;0;0;0;55;100;0;5;65;0;0;0;0;100;30;55;100;0;25;100;90;0;0;0;5;10;10;30;100;0;25;100;15;45;100;10;20;0;0;5;10;0;100;15;0;0;40;0;0;0;40;50;50;50;50;10;10;5;0;0;0;0
Corynebacterium ulcerans;GP;0;0;8;100;87;0;46;0;0;17;0;0;0;0;0;8;100;0;0;0;54;0;100;0;0;0;98;100;0;100;0;4;0;0;90;0;0;0;0;94;0;0;98;0;0;0;0;0;0;10;87;0;2;13;100;0;0;0;0;0;0;0;100;0;0;100;0;6;92;0;2;0;2;0;8;0;77;67;0;0;37;0;0;100;44;100;31;100;35;0;0;0;0;0;0;83
Corynebacterium urealyticum;GP;0;0;0;0;0;0;19;25;50;0;0;0;6;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;25;0;6;100;0;0;0;0;0;25;0;0;0;75;100;38;25;0;0;0;44;0;31;0;0;19;50;38;75;94;12;38;6;25;0;0;0;0;0;0;31;6;0;0;0;44;0;31;0;75;0;0;6;0;0;0;0
Corynebacterium variabile (Caseobacter polymorphus);GP;0;0;0;40;90;0;20;100;100;0;0;0;0;20;0;5;100;0;10;0;15;100;95;0;0;0;10;0;0;100;0;5;15;15;90;10;5;0;10;100;0;20;90;15;10;0;0;25;20;15;80;0;25;100;100;70;95;35;30;55;0;100;100;0;100;100;100;100;100;100;100;80;25;0;0;15;100;100;25;95;15;45;100;40;90;0;0;90;0;0;0;0;10;0;5;0
Corynebacterium vitaeruminis;GP;0;0;0;100;0;0;36;0;0;0;0;0;0;0;100;43;100;0;79;0;0;0;100;0;14;0;100;100;0;100;0;0;0;0;100;0;100;0;0;100;0;0;100;100;0;0;0;100;0;0;100;0;0;0;100;0;0;0;0;0;0;71;100;0;0;64;0;0;21;0;0;0;0;0;0;0;43;0;0;0;0;0;0;0;100;100;0;100;57;0;0;0;0;0;0;0
Corynebacterium xerosis (GPC);GP;0;0;0;100;33;8;42;50;17;0;17;0;17;8;0;42;100;25;100;50;67;8;100;8;0;17;100;100;8;100;17;17;8;33;92;33;50;8;100;100;8;17;100;0;17;0;0;100;50;100;100;0;25;100;100;0;0;0;33;75;8;0;100;8;75;33;100;92;58;33;100;0;0;0;0;0;100;83;0;8;0;0;8;0;100;100;50;100;92;0;0;0;33;0;0;0
Curtobacterium albidum;GP;0;0;0;100;0;0;0;71;32;46;0;61;4;0;100;100;100;0;100;0;100;100;100;4;79;68;86;96;100;100;96;100;7;0;0;0;100;0;100;100;100;0;0;100;0;100;100;100;0;0;100;50;96;0;0;0;0;0;0;0;0;0;0;0;0;93;0;0;0;0;0;0;61;0;18;11;0;0;0;0;4;0;0;100;61;79;0;0;4;0;0;0;0;0;0;0
Curtobacterium citreum;GP;0;0;4;100;0;0;10;58;8;0;0;27;2;0;96;88;100;0;100;0;98;100;100;0;40;21;94;96;65;100;92;19;17;15;8;10;56;21;94;92;0;0;17;96;0;96;0;96;0;33;100;92;83;2;0;0;0;0;0;0;0;0;0;0;0;96;4;0;19;0;4;2;52;12;27;15;4;8;0;0;12;0;6;100;88;21;4;19;31;2;0;0;0;0;0;2
Curtobacterium flaccumfaciens;GP;0;0;0;100;0;0;6;53;22;50;0;59;3;97;88;100;88;0;100;0;100;100;100;100;50;41;53;100;62;100;62;100;44;22;19;0;91;0;91;59;100;0;41;94;0;88;94;100;0;25;100;62;100;0;0;0;0;0;3;0;0;0;0;3;78;81;84;0;6;3;84;0;41;3;41;16;16;9;0;0;25;0;3;88;75;50;25;9;28;0;0;0;0;0;0;0
Curtobacterium luteum;GP;0;0;0;100;0;0;8;25;0;0;0;25;0;0;100;58;100;0;100;0;100;100;100;0;0;17;92;100;17;100;75;42;33;0;0;0;67;42;92;33;0;0;50;100;0;67;0;100;0;25;100;100;83;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;17;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;50;25;0;0;17;0;0;0;0;0;0;0
Curtobacterium pusillum;GP;0;0;0;100;0;0;29;64;21;82;0;82;18;61;100;100;100;0;86;0;100;100;100;86;57;71;100;100;100;100;100;86;75;4;57;4;100;7;100;100;86;4;82;100;0;86;86;100;0;89;100;86;93;0;0;0;0;0;0;0;0;0;0;0;4;71;0;0;7;0;0;0;46;0;68;4;4;14;0;0;7;0;0;93;100;86;100;86;100;14;14;7;0;0;0;0
